generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
203,341,0.000130802447331883,0.0001559696666813937,0.00015286045292359018,4.314037641295778e-06
204,341,0.00013606647527622138,0.0001559696666813937,0.00015316170742251433,3.8115423238178554e-06
205,351,0.00013400552662766146,0.0001559696666813937,0.00015316951115041527,3.814198164286832e-06
206,342,0.000137230479061052,0.00015534478117382712,0.00015330761847469037,3.584009830724389e-06
207,332,0.000137230479061052,0.00015534478117382712,0.000153384658935759,3.476538509980124e-06
208,333,0.000137230479061052,0.00015534478117382712,0.0001533556011748415,3.7526213074843336e-06
209,354,0.000137230479061052,0.00015548154366092881,0.00015320294163108977,3.848426148754157e-06
210,323,0.00013785906291516765,0.0001559696666813937,0.0001530940329065894,4.021841682766201e-06
211,348,0.00013715257294683237,0.00015548154366092881,0.00015300819859969772,4.099064573842628e-06
212,331,0.00013790338748722916,0.00015548154366092881,0.00015297631819331914,3.966909686412091e-06
213,346,0.00013270740591553215,0.00015548154366092881,0.00015290748822203464,3.896570843905136e-06
214,336,0.00013641308069651576,0.0001553495281425588,0.00015267109614039098,4.138012254578536e-06
215,330,0.00013641308069651576,0.00015534478117382712,0.00015256857057587814,4.242079939000254e-06
216,352,0.00013787989379585264,0.00015534478117382712,0.00015254132140557142,4.225956581098313e-06
217,353,0.00013642412776042792,0.00015534478117382712,0.00015231616582059822,4.54131630251172e-06
218,336,0.00013642412776042792,0.00015534478117382712,0.00015220808503656343,4.605777607581912e-06
219,340,0.00013641308069651576,0.0001559620540738912,0.0001523413195592214,4.690567097890697e-06
220,351,0.00013641308069651576,0.0001559620540738912,0.00015170586150679995,5.245418589362581e-06
221,333,0.00013555107183998064,0.0001559620540738912,0.00015216201359991114,4.68608284732489e-06
222,328,0.00013642412776042792,0.00015534478117382712,0.00015230687945150194,4.490262350110764e-06
223,328,0.00013642412776042792,0.00015578501129112258,0.0001524846309090642,4.282873967640151e-06
224,345,0.00013642412776042792,0.00015534478117382712,0.00015253552586963766,3.8543306009002695e-06
225,350,0.00013787989379585264,0.00015534478117382712,0.00015278990202856945,3.4371494760147833e-06
226,357,0.0001381947207377988,0.00015534478117382712,0.00015264762910680195,3.498059099116561e-06
227,364,0.00013973151647131597,0.00015536299978213442,0.0001526472264334992,3.303925909067687e-06
228,342,0.0001349472665921979,0.0001559696666813937,0.0001527294887260676,3.2560136664743605e-06
229,341,0.0001349472665921979,0.0001559696666813937,0.00015255313327782382,3.1992261602662036e-06
230,326,0.0001349472665921979,0.00015578501129112258,0.0001524264716737332,3.3631424965101104e-06
231,319,0.0001351427919920606,0.00015578501129112258,0.0001526362176347212,3.0475539088004973e-06
232,338,0.0001351427919920606,0.00015578501129112258,0.00015247334499496215,3.317317181603775e-06
233,342,0.0001351427919920606,0.00015578501129112258,0.00015252977449578404,3.332515507028685e-06
234,337,0.00013338402494755458,0.00015578501129112258,0.00015248272461704595,3.2873676558878495e-06
235,326,0.00013338402494755458,0.00015578501129112258,0.00015222387347781614,3.5195264247027045e-06
236,362,0.00013338402494755458,0.00015578501129112258,0.0001522072205818942,3.6286337437080336e-06
237,342,0.0001351427919920606,0.00015578501129112258,0.00015176953958009846,4.083104549188671e-06
238,356,0.00013973151647131597,0.00015578501129112258,0.0001518434623019684,3.918291650317097e-06
239,338,0.00013183540096883085,0.00015578501129112258,0.0001519234160578095,3.950940187409124e-06
