generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,338,0.00028432952452596703,0.00041849734243468764,0.0003437760322816307,2.4171416504800104e-05
1,352,0.00028432952452596703,0.00041849734243468764,0.0003470620709093478,2.4656525619167015e-05
2,351,0.00028432952452596703,0.00041849734243468764,0.00034905726359993957,2.421347687454561e-05
3,350,0.00028432952452596703,0.00041849734243468764,0.0003494608467194834,2.3675615709360063e-05
4,340,0.00028432952452596703,0.00041849734243468764,0.00035150830490015146,2.428525182598366e-05
5,339,0.00028432952452596703,0.00041849734243468764,0.00035204470240292655,2.1235593395128095e-05
6,330,0.00029831184169649104,0.00041849734243468764,0.00035215354442318987,2.096697674255591e-05
7,323,0.00029831184169649104,0.00041849734243468764,0.0003515242324380311,2.093189912387045e-05
8,337,0.00029831184169649104,0.00041849734243468764,0.00035321274786215094,2.171256897991562e-05
9,353,0.00029831184169649104,0.00041849734243468764,0.00035262682937357257,2.306752044984147e-05
10,356,0.00029831184169649104,0.00041849734243468764,0.0003543633543425998,2.398621727500494e-05
11,326,0.00029831184169649104,0.00041849734243468764,0.00035522623094474926,2.3209867449511172e-05
12,353,0.00029962434730499386,0.00041849734243468764,0.0003574700558022712,2.4140786460197746e-05
13,340,0.00029962434730499386,0.00041849734243468764,0.0003557811467133785,2.5631579449439364e-05
14,358,0.00029962434730499386,0.00041849734243468764,0.0003554965712215718,2.532656453190728e-05
15,328,0.00029962434730499386,0.00041849734243468764,0.00035872310524094993,2.57552521074157e-05
16,331,0.00029962434730499386,0.00041849734243468764,0.00035883091636095633,2.5773291749540358e-05
17,344,0.00029962434730499386,0.00041849734243468764,0.000363072800573999,2.6602778918706824e-05
18,345,0.00029962434730499386,0.00041849734243468764,0.00036455111392876043,2.5103023538855696e-05
19,349,0.00029962434730499386,0.00041849734243468764,0.00036770050887301083,2.5652487759038252e-05
20,331,0.00029962434730499386,0.00042062480382171685,0.0003698714527574042,2.5569573658364587e-05
21,351,0.00029522825349116694,0.00042062480382171685,0.0003707064647253551,2.6695051141210496e-05
22,334,0.00030974276779255003,0.00042062480382171685,0.0003725558596282665,2.6839291586829e-05
23,333,0.00030974276779255003,0.00042062480382171685,0.00037348968752245,2.7240626159750874e-05
24,342,0.00030974276779255003,0.00042062480382171685,0.0003753214452757301,2.7032906990662054e-05
25,341,0.00031970126522635453,0.00042062480382171685,0.000377035915825957,2.7227333260498948e-05
26,335,0.0003060188531106966,0.00042062480382171685,0.00037868350250023553,2.7893077805031222e-05
27,341,0.0002986412185478749,0.00042062480382171685,0.0003813246234028113,2.8297986195912748e-05
28,352,0.0002986412185478749,0.00042121084144299426,0.0003816103583660845,2.8972128616305025e-05
29,346,0.0002986412185478749,0.00042121084144299426,0.0003830778967923111,2.9712268695373046e-05
30,326,0.00030443432450665193,0.00042171829163903173,0.0003863938959061942,2.8647494411787497e-05
31,334,0.00032202410540019884,0.00042171829163903173,0.00038991195391118496,2.6403617997638938e-05
32,356,0.00033370474963402444,0.00042171829163903173,0.00039118157432659084,2.5018446022119446e-05
33,353,0.00033370474963402444,0.00042062480382171685,0.0003922183393457169,2.577967845670591e-05
34,328,0.00033370474963402444,0.00042062480382171685,0.0003949350254465566,2.540892297529529e-05
35,333,0.0003275334497137072,0.00042062480382171685,0.00039681806547924427,2.4973371184363346e-05
36,347,0.00027646548353076685,0.0004266971839983608,0.00039699391915047947,2.575901999037539e-05
37,356,0.0003280741408131132,0.00042479342579122104,0.0003983814964264383,2.5272110484132352e-05
38,339,0.0003280741408131132,0.00042479342579122104,0.0003975045201416886,2.5152033777343304e-05
39,320,0.0003280741408131132,0.00042479342579122104,0.0003981215956355244,2.5539841819207503e-05
